sID,sentence,top_label,label,class_name
4795,i didn't get a break and now im starving and i dont wanna fix nothin to eat cuz im a lazy bum.,"Health, Fatigue, or Physical Pain",3,health
4796,it's always those times when you have SO much on your mind that it's hard to write one because you don't know where to start.,Other,6,unknown
4797,"the sad thing is, i'm leaving real soon.",Emotional Turmoil,6,unknown
4801,The mandals are all in a hurry to be ready in time.,Other,6,unknown
4802,We had a lot to do and not enough time to finish it all.,Work,1,work
4803,I'm finding I'm having a lot of trouble carrying that over into my current routine.,Everyday Decision Making,6,unknown
4804,I'm so worried all the time I can't relax.,Everyday Decision Making,6,unknown
4805,"i work too much and when i get out i'm too tired to function, plus everyone always has plans.",Work,1,work
4806,I'm not good at witting down every thing I eat or all the exercising that I do.,Other,6,unknown
4807,There's even just so much to get done in the next two weeks and I'm losing steam.,Other,6,unknown
4808,"I've got so much work to catch up on at home here, and this week is going to be hectic at the job as well.",Work,1,work
4809,"Out of frustration, I can get impatient with this, especially when it happens multiple times a day, every day.",Emotional Turmoil,6,unknown
4810,Life is no fun when you have to be worried about so many things.,Everyday Decision Making,6,unknown
4812,"I'm tired of washing my two little uniforms every other day, and ironing every night to get the required creases in everything, it's such a pain.",Work,1,work
4815,i'm pretty hungry and there's no food at my house.,"Health, Fatigue, or Physical Pain",3,health
4816,"Last night when I got home, mad from work, as seems to be the case lately too often, I asked tsb to make dinner.",Work,1,work
4817,work has been really exhausting lately.,Work,1,work
4818,"i've been really busy at work, and having my monitor at home crap out on me has made things difficult there too.",Work,1,work
4819,"It's annoying because mostly it hits in the middle of the workday, where I can't do a whole fuck of a lot with it. I need to find focus.",Work,1,work
4820,"I've started my period, which is being really weird and I'm eating like crazy.","Health, Fatigue, or Physical Pain",3,health
4821,Something about the repetitive nature of my job leaves me severely lacking in brain capacity by the end of the day.,Work,1,work
4822,"Because of my recent sick days, I have way too much homework and work to do.",School,1,work
4823,My policy of pushing everything back to study for the test last week is really biting me in the butt this week.,School,1,work
4824,I'm finding being back at school quite hard.,School,1,work
4825,I just can't handle learning with the average joe asshole at my school.,School,1,work
4826,I didn't do so well on my math quiz.,School,1,work
4827,the bad thing is that i have to go to school all this week because of this stupid gym crap.,School,1,work
4828,Getting pretty more and more worn out for school and work recently.,School,1,work
4829,"i haven't even finished the one summer reading book, which report's due five days after school starts.",School,1,work
4830,"judging by that, school is going to be REALLY hard.",School,1,work
4831,i've been so busy studying for finals that i haven't had time to update.,School,1,work
4832,school is crazy right now and i am trying to decide what classes i have to take and i am just going crazy!!,School,1,work
4833,i couldnt finish it in time so i just didnt go to school.,School,1,work
4834,I really need to get into school.,School,1,work
4836,Got frustrated while workin on my math cuz well i am so lossed on wat we are doin in that class.,School,1,work
4837,college is a lot of stress.,School,1,work
4838,Sure I'm stressed with schoolwork and shit is always going down with the boyfriend.,School,1,work
4839,i feel so stressed..ugh.. im not gonna be able to get my grades up.,School,1,work
4840,Doing my schoolwork is awful.,School,1,work
4841,I have to get good grades.,School,1,work
4842,"I'm a worrywart. I mean, really. I'm due to take a placement test for the school I hope to get into.",School,1,work
4843,this is very stressful with school etc.,School,1,work
4845,Well this week is going to suck! I am going to spend the whole week reviewing for exams and stuff.,School,1,work
4846,School is very stressful right now.,School,1,work
4847,"Chloe, people at school suck.",School,1,work
4848,school is getting me worried and pissed.,School,1,work
4849,My grades in school weren't the best and I'm terribly afraid of fucking up those classes.,School,1,work
4850,"Now im slipping in everything, math.. i would be studying for my final today i just couldnt concentrate.",School,1,work
4851,omg i need to go back to school!,School,1,work
4852,I am just soooooo worried about school.,School,1,work
4853,Maybe this is because of all the stress I have of thinking about going off to school next month.,School,1,work
4854,"i am getting super stressed out about school, and i do not heart that.",School,1,work
4855,"School was tiring, and I had a TON of homework.",School,1,work
4857,"Today, was one of the worst days I can remember at school.",School,1,work
4858,"It's sad that I've fallen out of touch with SO many people this semester, but college is supposed to be extremely busy, right?",School,1,work
4859,I'm feeling very concerned about my school work right now.,School,1,work
4860,history cause we have a chapter test tomorrow and I haven't yet.,School,1,work
4861,I'm worried now about going back to school.,School,1,work
4862,I'm at school again as my computer is still messed up.,School,1,work
4863,School is fucking killing me.,School,1,work
4864,I look at the homework and I think about the homework and it worries me when I don't do it.,School,1,work
4865,"Usually if I had a test, it meant that I had to go to school.",School,1,work
4866,School is going to be such a bitch to get back into after all this.,School,1,work
4867,"finals are quickly aproaching, and i am seriously worried about my grades for the first time in a very long time.",School,1,work
4868,i still have no idea and it's turning my classes into a burden i can't handle. because i'm not working toward any kind of goal it makes the whole thing,School,1,work
4869,Cuz they take up too much time and i get way to distracted from my homework.,School,1,work
4870,i still haven't looked up what my classes are for the semester and I'm starting school tomorrow.,School,1,work
4871,I've been thinking a lot lately about what I want to do once I graduate.,School,1,work
4872,School has started back up.,School,1,work
4873,"I go into the school that day, and am told that I have RSP class, and that there has been a sub for the last 2 weeks!",School,1,work
4874,School because it's soo boring.,School,1,work
4876,"omggggggggggggg school is stressing me out so bad, i have like a total of tests to make up its sucks the biggest dick.",School,1,work
4877,I must improve my grades.,School,1,work
4879,it's the last week of school but im going to be so busy it isn't kosher.,School,1,work
4880,letsee i've been really bad recently overall with school work and such. .,School,1,work
4881,all this stress and frustration is really taking a toll on my school work too.,School,1,work
4882,I officially have 2 weeks of classes before finals week.,School,1,work
4883,I'm getting so antsy about school next week.,School,1,work
4884,I'm scared of going back to school and facing all those exams.,School,1,work
4885,i have to write my damn english reflection essay this weekend.,School,1,work
4886,"So, I was getting really stressed then I was thinking about all my homework that I have to get done.",School,1,work
4887,Dread school tomorrow! I haven't finished studying for midterms yet omg!!,School,1,work
